MAKE,MODEL,SERIES,MFR,TRIM,MFROM,YFROM,MTO,YTO,DOORS,CHASSIS,ELIT,ECODE,ENAME,ECONFIG,EVALVES,CAM,FUEL,INDUCT,NOTES,VVT,AWD,SEG,EDITION,FDEL,CARB,KW,DT,TRANS,MFG,SEATS,TSPEED,DIFF,ROOF,TBDG,TBRAND,CPACK,FSYS,BATT,FMKW,RMKW,CREATED,SPECS,ENGBADGE,IMGURLS
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1970,08,1971,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 335 hp SAE gross (final year SAE gross; mid-year compression change 10.2:1 to 9.5:1 reduced rating to 330 hp); 4-barrel carburettor; new engine for 1971; AMX top trim on Javelin; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; final year of Borg-Warner automatic; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,250,RWD,Automatic,USA,4,3,Open,Hard,Borg-Warner Shift-Command 3-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1970,08,1971,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 335 hp SAE gross (final year SAE gross; mid-year compression change 10.2:1 to 9.5:1 reduced rating to 330 hp); 4-barrel carburettor; new engine for 1971; AMX top trim on Javelin; Go Package fitted: Twin-Grip LSD + disc brakes; final year of Borg-Warner automatic; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,250,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Borg-Warner Shift-Command 3-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 150 hp SAE net (all ratings SAE net from 1972 federal mandate); 2-barrel carburettor; base AMX engine from 1972; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; automatic switches to Chrysler TorqueFlite from 1972; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,112,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 150 hp SAE net; 2-barrel carburettor; base AMX engine from 1972; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,112,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 150 hp SAE net; 2-barrel carburettor; base AMX engine from 1972; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; marketed by AMC as Torque-Command; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,112,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 150 hp SAE net; 2-barrel carburettor; base AMX engine from 1972; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,112,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,131,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,131,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,131,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,131,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 195 hp SAE net; 4-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,145,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 195 hp SAE net; 4-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,145,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 195 hp SAE net; 4-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,145,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 195 hp SAE net; 4-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,145,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 255 hp SAE net; 4-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,190,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 255 hp SAE net; 4-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,190,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 255 hp SAE net; 4-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,190,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1971,08,1972,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 255 hp SAE net; 4-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,190,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 150 hp SAE net; 2-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,112,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 150 hp SAE net; 2-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,112,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 150 hp SAE net; 2-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,112,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 150 hp SAE net; 2-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,112,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,131,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,131,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,131,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,131,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 220 hp SAE net (improved from 195 hp in 1972); 4-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,164,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 220 hp SAE net (improved from 195 hp in 1972); 4-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,164,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 220 hp SAE net (improved from 195 hp in 1972); 4-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,164,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 220 hp SAE net (improved from 195 hp in 1972); 4-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,164,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 255 hp SAE net; 4-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,190,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 255 hp SAE net; 4-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,190,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 255 hp SAE net; 4-barrel carburettor; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,190,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1972,08,1973,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 255 hp SAE net; 4-barrel carburettor; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,190,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; final year of Javelin AMX; production ended mid-1974 (OPEC oil crisis — exact end month unconfirmed); 304 V8 discontinued for AMX; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,131,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; final year of Javelin AMX; production ended mid-1974 (OPEC oil crisis — exact end month unconfirmed); Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,131,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; final year of Javelin AMX; production ended mid-1974; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,131,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 175 hp SAE net; 2-barrel carburettor; final year of Javelin AMX; production ended mid-1974; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,131,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 220 hp SAE net; 4-barrel carburettor; final year of Javelin AMX; production ended mid-1974 (OPEC oil crisis); open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,164,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 220 hp SAE net; 4-barrel carburettor; final year of Javelin AMX; production ended mid-1974; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,164,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 220 hp SAE net; 4-barrel carburettor; final year of Javelin AMX; production ended mid-1974; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,164,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,5.90,AMC 360,360 V8,V8,2,OHV,Petrol,NA,"360 cu in (5.90L) V8; 220 hp SAE net; 4-barrel carburettor; final year of Javelin AMX; production ended mid-1974; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,164,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 235 hp SAE net (detuned from 255 hp in 1972-73 for emissions); 4-barrel carburettor; final year of Javelin AMX; production ended mid-1974 (OPEC oil crisis); open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,175,RWD,Manual,USA,4,4,Open,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 235 hp SAE net (detuned from 255 hp in 1972-73 for emissions); 4-barrel carburettor; final year of Javelin AMX; production ended mid-1974; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,175,RWD,Manual,USA,4,4,Twin-Grip,Hard,Borg-Warner T-10 4-speed,Borg-Warner,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 235 hp SAE net (detuned from 255 hp in 1972-73 for emissions); 4-barrel carburettor; final year of Javelin AMX; production ended mid-1974; open diff standard; Go Package available: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,N/A,Carburettor,1,175,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Javelin AMX,AMX/Javelin,Base,09,1973,N/A,1974,2,Fastback Coupe,6.57,AMC 401,401 V8,V8,2,OHV,Petrol,NA,"401 cu in (6.57L) V8; 235 hp SAE net (detuned from 255 hp in 1972-73 for emissions); 4-barrel carburettor; final year of Javelin AMX; production ended mid-1974; Go Package fitted: Twin-Grip LSD + disc brakes; AMC had no official AU distributor — grey import only",No,No,Muscle Car,Go Package,Carburettor,1,175,RWD,Automatic,USA,4,3,Twin-Grip,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Spirit AMX,AMX/Spirit,Base,09,1978,08,1979,2,Liftback,4.23,AMC 258,258 Six,I6,2,OHV,Petrol,NA,"258 cu in (4.23L) inline six; 110 hp SAE net; single 2-barrel carburettor; bore x stroke 3.75x3.895 in; AMX package on Spirit Liftback; manual variant excluded from catalogue — 258 I6 manual transmission model not confirmed from primary source (NO_NA_COLS violation); no LSD option documented; AMC had no official AU distributor — grey import only",No,No,Sports Car,N/A,Carburettor,1,82,RWD,Automatic,USA,4,3,Open,Hard,Chrysler TorqueFlite A727 3-speed,Chrysler,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
AMC,AMX,Spirit AMX,AMX/Spirit,Base,09,1978,08,1979,2,Liftback,4.98,AMC 304,304 V8,V8,2,OHV,Petrol,NA,"304 cu in (4.98L) V8; 125 hp SAE net; single 2-barrel carburettor; AMX package on Spirit Liftback; final year any AMC passenger car was offered with a factory V8; no LSD option documented; AMC had no official AU distributor — grey import only",No,No,Sports Car,N/A,Carburettor,1,93,RWD,Manual,USA,4,4,Open,Hard,Ford SR-4 4-speed,Ford,N/A,Carburettor,N/A,N/A,N/A,,,N/A,
